Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Num_Platforms,Exclusive
3782,Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,1,1
3783,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,3,0
3836,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,1,1
3906,Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0.0,0.03,0.5,1,1
3907,The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,1,1
3908,Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,1,1
3909,Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,1,1
3972,One Piece: Grand Battle!,PS,2001,Fighting,Atari,0.0,0.0,0.46,0.03,0.49,1,1
3973,Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,3,0
3974,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49,1,1
4040,Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,2,0
4110,ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,2,0
4179,Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,1,1
4180,Kessen II,PS2,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,1,1
4181,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0.0,0.01,0.46,1,1
4182,Rugrats: Castle Capers,GBA,2001,Action,THQ,0.33,0.12,0.0,0.01,0.46,1,1
4271,World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,1,1
4272,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,1,1
4361,Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0.0,0.03,0.44,1,1
4440,Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,5,0
4441,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,1,1
4442,SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,4,0
4443,MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,1,1
4444,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,1,1
4522,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,1,1
4523,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,3,0
4524,Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,1,1
4525,Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,1,1
4526,Jimmy Neutron: Boy Genius,GBA,2001,Platform,THQ,0.3,0.11,0.0,0.01,0.42,3,0
4527,Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,1,1
4632,Dexter's Laboratory Deesaster Strikes,GBA,2001,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41,1,1
4633,Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41,1,1
4634,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,1,1
4635,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,1,1
4636,Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,2,0
4735,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,2,0
4736,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,2,0
4737,Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.29,0.11,0.0,0.01,0.4,1,1
4738,NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,3,0
4826,Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0.0,0.0,0.37,0.03,0.39,1,1
4827,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39,1,1
4925,NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38,2,0
5113,ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,2,0
5114,Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,1,1
5115,Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,1,1
5116,World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0.0,0.02,0.36,1,1
5117,Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0.0,0.01,0.36,2,0
5118,Super Robot Taisen A,GBA,2001,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36,1,1
5119,Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,2,0
5120,Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,1,1
5200,Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,1,1
5201,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0.0,0.0,0.32,0.02,0.35,1,1
5291,Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,1,1
5292,MXRider,PS2,2001,Racing,Atari,0.16,0.13,0.0,0.04,0.34,1,1
5381,Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,1,1
5382,NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33,3,0
5383,Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,2,0
5384,GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0.0,0.01,0.33,1,1
5385,Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,0.0,0.0,0.33,0.0,0.33,1,1
5524,Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,1,1
5525,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0.0,0.01,0.32,1,1
5526,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0,0.32,1,1
5527,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32,5,0
5528,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32,1,1
5529,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0.0,0.02,0.32,2,0
5649,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,1,1
5650,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0.0,0.0,0.26,0.05,0.31,1,1
5651,NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,1,1
5652,Music Maker,PS2,2001,Misc,Magix,0.15,0.12,0.0,0.04,0.31,1,1
5653,KuruKuru Kururin,GBA,2001,Puzzle,Nintendo,0.0,0.0,0.3,0.01,0.31,1,1
5761,Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04,0.3,1,1
5897,Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,1,1
5898,Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,1,1
6042,Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,1,1
6043,X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0.0,0.01,0.28,1,1
6044,Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,1,1
6045,Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,1,1
6046,Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.28,1,1
6047,Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,1,1
6048,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,4,0
6049,Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,1,1
6201,M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,1,1
6202,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,1,1
6203,NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,3,0
6204,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,1,1
6205,Wave Rally,PS2,2001,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,1,1
6206,NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,3,0
6207,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.27,2,0
6208,Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,1,1
6209,XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,2,0
6365,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,1,1
6366,Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,3,0
6367,Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,1,1
6368,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,1,1
6544,Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,1,1
6545,Exhibition,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01,0.25,1,1
6546,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,2,0
6547,Bomberman Tournament,GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25,1,1
6548,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25,1,1
6549,Final Fantasy II,Other,2001,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0,0.25,3,0
6550,WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,1,1
6695,Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,1,1
6696,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,4,0
6697,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,1,1
6698,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,2,0
6868,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,2,0
6869,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,2,0
6870,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,1,1
7047,EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0.0,0.0,0.22,1,1
7048,Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,1,1
7049,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,2,0
7050,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,1,1
7051,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,2,0
7052,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,1,1
7228,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,3,0
7229,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,1,1
7230,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,1,1
7231,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,2,0
7232,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,1,1
7233,NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,3,0
7234,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,1,1
7408,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,3,0
7409,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,1,1
7410,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,1,1
7411,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,4,0
7412,Power Rangers: Time Force,GBA,2001,Action,THQ,0.14,0.05,0.0,0.0,0.2,2,0
7413,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,2,0
7648,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,2,0
7649,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,1,1
7650,Dave Mirra Freestyle BMX 2,GBA,2001,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,4,0
7651,Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,1,1
7652,Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,0.13,0.05,0.0,0.0,0.19,1,1
7653,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,1,1
7896,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,1,1
7897,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,2,0
7898,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,1,1
7899,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,1,1
7900,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,3,0
7901,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,3,0
7902,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,2,0
7903,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,2,0
7904,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,2,0
7905,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18,1,1
8116,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,3,0
8117,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,1,1
8118,Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17,2,0
8119,ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,1,1
8120,MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,1,1
8121,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,2,0
8122,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,1,1
8123,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,2,0
8365,Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0.0,0.02,0.16,1,1
8366,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,1,1
8367,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0.0,0.0,0.16,1,1
8368,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16,2,0
8369,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,1,1
8370,Konami Krazy Racers,GBA,2001,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,1,1
8371,Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,1,1
8372,MX 2002 Featuring Ricky Carmichael,GBA,2001,Racing,THQ,0.11,0.04,0.0,0.0,0.16,3,0
8617,Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,3,0
8618,MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,1,1
8619,Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,1,1
8620,XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,2,0
8621,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,3,0
8622,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,2,0
8623,F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,2,0
8624,Derby Stallion 64,N64,2001,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,1,1
8625,Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,1,1
8626,Shenmue II,DC,2001,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,2,0
8627,Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0.0,0.01,0.15,1,1
8628,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,1,1
8629,Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,1,1
8630,MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,1,1
8900,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,1,1
8901,Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,2,0
8902,Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,2,0
8903,Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,1,1
8904,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0.0,0.01,0.14,1,1
8905,Star Ocean: Blue Sphere,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,1,1
8906,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,1,1
8907,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,3,0
8908,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,1,1
8909,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,1,1
8910,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,1,1
8911,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,1,1
8912,Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,1,1
8913,Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,1,1
8914,World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,1,1
8915,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,1,1
8916,Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,1,1
9220,Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,1,1
9221,Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,1,1
9222,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,2,0
9223,Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0.0,0.02,0.13,2,0
9224,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,1,1
9225,Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0.0,0.0,0.13,1,1
9226,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0.0,0.0,0.13,3,0
9227,LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,1,1
9228,Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0.0,0.02,0.13,1,1
9229,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,1,1
9230,Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13,1,1
9231,Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0.0,0.01,0.13,2,0
9556,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0.0,0.0,0.12,2,0
9557,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12,1,1
9558,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,1,1
9559,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,2,0
9560,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,1,1
9561,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,1,1
9562,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,1,1
9563,Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,0.12,1,1
9564,SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,1,1
9565,Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0.0,0.01,0.12,1,1
9566,Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,2,0
9900,GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0.0,0.0,0.11,1,1
9901,Stronghold,PC,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,1,1
9902,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,1,1
9903,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,1,1
10302,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,1,1
10303,Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0.0,0.0,0.1,3,0
10304,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,1,1
10305,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,1,1
10306,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1,1,1
10307,Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,1,1
10308,Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0.0,0.01,0.1,1,1
10309,King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,1,1
10310,Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,1,1
10311,The Land Before Time: Great Valley Racing Adventure,PS,2001,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1,1,1
10312,Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,0.05,0.04,0.0,0.01,0.1,1,1
10699,Chess,PS,2001,Strategy,Success,0.05,0.04,0.0,0.01,0.09,1,1
10700,Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,1,1
10701,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0.0,0.0,0.09,0.01,0.09,1,1
10702,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0.0,0.0,0.09,0.01,0.09,1,1
10703,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,1,1
10704,Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,2001,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,1,1
10705,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,1,1
